ex_t_menhir_l_01	E 22 5
farena arelas	I tel uvirith, arelas' house
gorven menas	I tel uvirith, menas' house
p_fortify_strength_q	I tel uvirith, menas' house
bookskill_hand to hand5	I tel uvirith, omavel's house
tunila omavel	I tel uvirith, omavel's house
chest_small_02_seleth	I tel uvirith, seleth's house
hlendrisa seleth	I tel uvirith, seleth's house
light_de_candle_09_94	I tel uvirith, seleth's house
dead de female	I tel uvirith, tower dungeon
flora_bc_moss_13	I tel uvirith, tower dungeon
flora_bc_moss_17	I tel uvirith, tower dungeon
in_t_pc_hold_jamb_hall_s_a	I tel uvirith, tower lower
in_t_pc_holds_plain_hall_plug_a	I tel uvirith, tower lower
in_t_pc_holds_plain_hall_plug_d	I tel uvirith, tower lower
reynel uvirith	I tel uvirith, tower lower
bookskill_mysticism5	I tel uvirith, tower upper
aryon	I tel vos, aryon's chambers
bk_notebyaryon	I tel vos, aryon's chambers
crate_01_telvos1	I tel vos, aryon's chambers
turedus talanian	I tel vos, aryon's chambers
bonemold arrow	I tel vos, barracks and armory
cania mico	I tel vos, barracks and armory
cidius caro	I tel vos, barracks and armory
luspinian hertarian	I tel vos, barracks and armory
bk_dwemermuseumwelcome	I tel vos, central tower
bk_impmuseumwelcome	I tel vos, central tower
centurion_steam_exhibit	I tel vos, central tower
dwarven shortsword	I tel vos, central tower
dwemer_helm	I tel vos, central tower
imperial guard_prisoner	I tel vos, central tower
key_tv_ct	I tel vos, central tower
misc_dwrv_artifact30	I tel vos, central tower
rimintil	I tel vos, central tower
ronerelie philulanie	I tel vos, central tower
smokeskin_killer	I tel vos, central tower
bk_beramjournal4	I tel vos, dungeon
bk_beramjournal5	I tel vos, dungeon
bk_beramjournal1	I tel vos, jail
bk_beramjournal2	I tel vos, jail
bk_beramjournal3	I tel vos, jail
dro'zharim	I tel vos, jail
goler andrethi	I tel vos, jail
in_impsmall_door_jail_01_static	I tel vos, jail
azura's servant	I tel vos, northeastern tower
last rites	I tel vos, northeastern tower
steel spear of impaling thrust	I tel vos, northeastern tower
alenus vendu	I tel vos, services tower
andil	I tel vos, services tower
chest_01_v_potion_andil	I tel vos, services tower
com_chest_02_vendu	I tel vos, services tower
crate_01_telvos	I tel vos, services tower
de_r_chest_01_gav	I tel vos, services tower
frosteater robe	I tel vos, services tower
lbonemold brace of horny fist	I tel vos, services tower
milar maryon	I tel vos, services tower
mirvon andrethi	I tel vos, services tower
p_fortify_intelligence_e	I tel vos, services tower
poisonmirror robe	I tel vos, services tower
rbonemold bracer of horny fist	I tel vos, services tower
sc_psychicprison	I tel vos, services tower
second barrier ring	I tel vos, services tower
ra'kothre	I tel vos, southern tower
index_telas	I telasero, lower level
rat_cave_fgt	I telasero, lower level
silver vipersword	I telasero, lower level
sondaale of shimmerene	I telasero, lower level
dreamer_ranged	I telasero, upper level
in_strongruin2_collapse00	I telasero, upper level
in_strongruin2_corr4_00	I telasero, upper level
bandit_scarred_de_hrggh	I telvayn ancestral tomb
bandit_scruffy_de_hrggh	I telvayn ancestral tomb
common_robe_03_b	I thalas ancestral tomb
in_vs_pittd_b_01	I thalas ancestral tomb
key_thalas_tomb	I thalas ancestral tomb
key_tharys_chest	I tharys ancestral tomb
furn_spear_static	I thelas ancestral tomb
key_thelas_chest	I thelas ancestral tomb
key_thiralas_tomb	I thiralas ancestral tomb
bodsa nothryon	I tin-ahhe
delmon famori	I tin-ahhe
manel amori	I tin-ahhe
amulet of balyna's soothing bal	I toddtest
barrel_01_todd	I toddtest
daedric longsword	I toddtest
in_v_l_int_arches_01	I toddtest
in_v_l_int_lcenter_01	I toddtest
in_v_l_int_lcenter_02	I toddtest
in_v_l_int_lcorner_01	I toddtest
in_v_l_int_lcorner_02	I toddtest
in_v_l_int_lcorner_03	I toddtest
in_v_l_int_lentrance_01	I toddtest
in_v_l_int_lwall_01	I toddtest
in_v_l_int_lwall_02	I toddtest
ken	I toddtest
key_skeleton	I toddtest
misc_soulgem_azura	I toddtest
test_crate_all_armor_bm	I toddtest
test_crate_all_books	I toddtest
test_crate_all_cloth_bm	I toddtest
test_crate_all_ingred	I toddtest
test_crate_all_wpn_bm	I toddtest
test_sounds	I toddtest
test_stats	I toddtest
todd	I toddtest
todd_khajiit	I toddtest
alfe fyr	I tower of tel fyr, hall of fyr
bk_legendaryscourge	I tower of tel fyr, hall of fyr
bk_postingofthehunt	I tower of tel fyr, hall of fyr
bk_samarstarloversjournal	I tower of tel fyr, hall of fyr
bk_talmarogkersresearches	I tower of tel fyr, hall of fyr
bk_watersofoblivion	I tower of tel fyr, hall of fyr
chest_small_divayth06	I tower of tel fyr, hall of fyr
de_drawers_divayth00	I tower of tel fyr, hall of fyr
de_r_chest_01_tel_fyr	I tower of tel fyr, hall of fyr
divayth fyr	I tower of tel fyr, hall of fyr
divayth_fyr_closet	I tower of tel fyr, hall of fyr
index_indo	I tower of tel fyr, hall of fyr
key_divayth00	I tower of tel fyr, hall of fyr
light_logpile_177	I tower of tel fyr, hall of fyr
beyte fyr	I tower of tel fyr, onyx hall
delte fyr	I tower of tel fyr, onyx hall
delyna mandas	I tower of tel fyr, onyx hall
dwrv_chest_divayth04	I tower of tel fyr, onyx hall
in_t_s_pillar_large_01	I tower of tel fyr, onyx hall
light_logpile_128	I tower of tel fyr, onyx hall
in_v_l_int_stairs_02	I tukushapal
daedric warhammer	I tukushapal, sepulcher
daedric_god_helm	I tukushapal, sepulcher
ebony_bracer_left	I tukushapal, sepulcher
green_spulse_128	I tukushapal, sepulcher
in_pycave_01	I tukushapal, sepulcher
silver sparksword	I tukushapal, sepulcher
stormkiss	I tukushapal, sepulcher
dagoth fandril	I tureynulal, bladder of clovis
mendel eves	I tureynulal, bladder of clovis
netch_leather_towershield	I tureynulal, bladder of clovis
dagoth fals	I tureynulal, eye of duggan
dwrv_chest_fals	I tureynulal, eye of duggan
light_6th_candle_04	I tureynulal, eye of duggan
dagoth galmis	I tureynulal, eye of thom wye
dwrv_closet_galmis	I tureynulal, eye of thom wye
bk_realbarenziah1	I tureynulal, kagrenac's library
bk_realbarenziah3	I tureynulal, kagrenac's library
bk_realbarenziah4	I tureynulal, kagrenac's library
dagoth molos	I tureynulal, kagrenac's library
dagoth tureynul	I tureynulal, kagrenac's library
dwrv_desk_tureynul	I tureynulal, kagrenac's library
glass_greaves	I tureynulal, kagrenac's library
light_6th_candle_03	I tureynulal, kagrenac's library
barirrid	I tusenend, shrine
gils oril	I tusenend, shrine
nargol gra-uftharz	I tusenend, shrine
val	I tusenend, shrine
drireri berano	I ularradallaku, shrine
inganar	I ularradallaku, shrine
uradras sadalas	I ularradallaku, shrine
bk_poisonsong4	I ules manor
fruscia abitius	I ules manor
nevena ules	I ules manor
godrod hairy-breeks	I ulummusa
misc_beluelle_silver_bowl	I ulummusa
terenu uveran	I ulummusa
ahasour	I urshilaku camp, ahasour's yurt
senipu	I urshilaku camp, ahasour's yurt
sul-matuul	I urshilaku camp, ashkhan's yurt
kurapli	I urshilaku camp, kurapli's yurt
maeli	I urshilaku camp, maeli's yurt
sakiran	I urshilaku camp, sakiran's yurt
yen	I urshilaku camp, sakiran's yurt
ninirrasour	I urshilaku camp, shara's yurt
shara	I urshilaku camp, shara's yurt
shimsun	I urshilaku camp, shimsun's yurt
in_ashl_tent_05	I urshilaku camp, wise woman's yurt
index_valen	I urshilaku camp, wise woman's yurt
nibani maesa	I urshilaku camp, wise woman's yurt
zabamund	I urshilaku camp, zabamund's yurt
zanummu	I urshilaku camp, zanummu's yurt
furn_moldcave_pool00	I urshilaku, astral burial
glowing lichen light	I urshilaku, astral burial
green_spulse_64	I urshilaku, astral burial
in_moldcave2_05	I urshilaku, astral burial
mummy_01	I urshilaku, astral burial
ebony_closed_helm	I urshilaku, fragile burial
firebite war axe	I urshilaku, fragile burial
furn_burial20	I urshilaku, fragile burial
glass_towershield	I urshilaku, fragile burial
in_moldcave_lroom3_01	I urshilaku, fragile burial
key_wormlord_tomb	I urshilaku, fragile burial
mummy_02	I urshilaku, fragile burial
mummy_03	I urshilaku, fragile burial
mummy_04	I urshilaku, fragile burial
mummy_05	I urshilaku, fragile burial
worm lord	I urshilaku, fragile burial
in_strongruin2_hall04	I urshilaku, juno burial
wraith_sul_senipul	I urshilaku, juno burial
in_moldcave2_06	I urshilaku, karma burial
iron sparkcleaver	I urshilaku, karma burial
dreugh club	I urshilaku, kefka burial
demon helm	I urshilaku, laterus burial
glass claymore_magebane	I urshilaku, laterus burial
mummy_06	I urshilaku, laterus burial
velothian_helm	I uveran ancestral tomb
durz gro-olor	I valenvaryon, durz's hut
ogrumbu gro-bugarn	I valenvaryon, durz's hut
gashna gro-mogduk	I valenvaryon, gashna's hut
lambug gra-lurn	I valenvaryon, lambug's hut
grat gra-sharolg	I valenvaryon, lurog's hut
lurog gro-khagdum	I valenvaryon, lurog's hut
p_fortify_attack_e	I valenvaryon, lurog's hut
abelle chriditte	I valenvaryon, propylon chamber
apparatus_g_alembic_01	I valenvaryon, propylon chamber
p_fire_shield_e	I valenvaryon, propylon chamber
p_fortify_health_e	I valenvaryon, propylon chamber
p_magicka_resistance_e	I valenvaryon, propylon chamber
snaglak gro-yak	I valenvaryon, umug's hut
umug gro-mashnar	I valenvaryon, umug's hut
key_vandus_tomb	I vandus ancestral tomb
debentien sylbenitte	I vas, entry level
derelle ysciele	I vas, entry level
jeberilie moniel	I vas, entry level
daris adram	I vas, tower
indoril pauldron left	I velas ancestral tomb
dagoth felmis	I vemynal, hall of torque
dagoth soler	I vemynal, hall of torque
dagoth vemyn	I vemynal, hall of torque
skeleton_vemynal	I vemynal, hall of torque
dagoth garel	I vemynal, outer fortress
dagoth nilor	I vemynal, outer fortress
dwrv_drawers00	I vemynal, outer fortress
chest_goris	I venim ancestral tomb
goris the maggot king	I venim ancestral tomb
longbow_shadows_unique	I venim ancestral tomb
luven	I venim ancestral tomb
orcish_towershield	I venim ancestral tomb
common_pants_01_z	I verelnim ancestral tomb
key_verelnim_tomb	I verelnim ancestral tomb
agrippina herennia	I vivec, agrippina herennia: clothier
expensive_ring_02	I vivec, agrippina herennia: clothier
expensive_shirt_03	I vivec, agrippina herennia: clothier
extravagant_amulet_01	I vivec, agrippina herennia: clothier
extravagant_belt_02	I vivec, agrippina herennia: clothier
extravagant_ring_02	I vivec, agrippina herennia: clothier
alusaron	I vivec, alusaron: smith
com_chest_02_v_alusaron	I vivec, alusaron: smith
crate_02_steel_armor	I vivec, alusaron: smith
steel warhammer	I vivec, alusaron: smith
andilu drothan	I vivec, andilu drothan: alchemist
light_de_lantern_03_77	I vivec, arena fighters quarters
senyndie	I vivec, arena fighters quarters
steel vipermace	I vivec, arena fighters quarters
steel war axe of deep biting	I vivec, arena fighters quarters
ultis salam	I vivec, arena fighters quarters
mevil molor	I vivec, arena fighters training
seanwen	I vivec, arena fighters training
active_velothi_altar_mephala	I vivec, arena hidden area
eno hlaalu	I vivec, arena hidden area
furn_de_tapestry_m_01	I vivec, arena hidden area
in_v_s_int_lbridge_01	I vivec, arena hidden area
in_v_s_int_lentrance_05	I vivec, arena hidden area
light_de_lantern_05_128	I vivec, arena hidden area
minnibi selkin-adda	I vivec, arena hidden area
rogdul gro-bularz	I vivec, arena hidden area
serul dathren	I vivec, arena hidden area
taros dral	I vivec, arena hidden area
ulmesi baryon	I vivec, arena hidden area
key_vivec_arena_cell	I vivec, arena holding cells
common_ring_01_arena	I vivec, arena pit
in_v_arena_01	I vivec, arena pit
morusu varen	I vivec, arena pit
snat gro-ushug	I vivec, arena pit
tanusea veloth	I vivec, arena pit
vilyn rervam	I vivec, arena pit
in_v_s_int_wall_03	I vivec, arena storage
ordinator wander_ilpe_1	I vivec, arena storage
ordinator wander_ilpe_2	I vivec, arena storage
saprius entius	I vivec, arena storage
dead imp male_02	I vivec, arena underworks
dreamer_talker	I vivec, arena underworks
in_vivec_grate_door_01	I vivec, arena underworks
light_glowing_lichen_256_d	I vivec, arena underworks
alvura othrenim	I vivec, arena waistworks
farmin	I vivec, arena waistworks
furn_bannerd_wa_shop_v_aft	I vivec, arena waistworks
aurane frernis	I vivec, aurane frernis: apothecary
bk_auranefrernis2	I vivec, aurane frernis: apothecary
de_r_chest_01_aurane	I vivec, aurane frernis: apothecary
ethys savil	I vivec, black shalk cornerclub
favel gobor	I vivec, black shalk cornerclub
felvos droryn	I vivec, black shalk cornerclub
huleeya	I vivec, black shalk cornerclub
hylf the harrier	I vivec, black shalk cornerclub
raril giral	I vivec, black shalk cornerclub
rent_vivec_black_door	I vivec, black shalk cornerclub
urven davor	I vivec, black shalk cornerclub
adrusu rothrano	I vivec, canon offices
garyne uvenim	I vivec, canon quarters
nevil malvayn	I vivec, canon quarters
balen sedrethi	I vivec, curio manor
bookskill_light armor3	I vivec, curio manor
bronosa nedalor	I vivec, curio manor
crassius curio	I vivec, curio manor
forvse nerethi	I vivec, curio manor
hlenil neladren	I vivec, curio manor
favela dralor	I vivec, dralor manor
fevela_dralor_chest	I vivec, dralor manor
galviso heran	I vivec, dralor manor
in_v_s_int_column_01	I vivec, dralor manor
uthrel sarys	I vivec, dralor manor
active_com_bar_door	I vivec, elven nations cornerclub
arvama rathri	I vivec, elven nations cornerclub
brethas deras	I vivec, elven nations cornerclub
feruren oran	I vivec, elven nations cornerclub
furn_com_rm_bar_06	I vivec, elven nations cornerclub
gadela andus	I vivec, elven nations cornerclub
glathel	I vivec, elven nations cornerclub
nalasa sarothren	I vivec, elven nations cornerclub
sovali uvayn	I vivec, elven nations cornerclub
furn_bannerd_alchemy_v_j	I vivec, foreign quarter canalworks
furn_bannerd_books_v_sf	I vivec, foreign quarter canalworks
furn_bannerd_clothing_v_ah	I vivec, foreign quarter canalworks
furn_bannerd_trader_v_j	I vivec, foreign quarter canalworks
in_velothismall_ndoor_agrippina	I vivec, foreign quarter canalworks
letreius muco	I vivec, foreign quarter canalworks
furn_banner_tavern_v_bsc	I vivec, foreign quarter lower waistworks
furn_bannerd_alchemy_v_ad	I vivec, foreign quarter lower waistworks
furn_bannerd_alchemy_v_af	I vivec, foreign quarter lower waistworks
furn_bannerd_alchemy_v_mg	I vivec, foreign quarter lower waistworks
furn_bannerd_books_v_jrb	I vivec, foreign quarter lower waistworks
marcel maurard	I vivec, foreign quarter lower waistworks
seryn othralen	I vivec, foreign quarter lower waistworks
sevyni saryon	I vivec, foreign quarter lower waistworks
chalone	I vivec, foreign quarter plaza
domalen	I vivec, foreign quarter plaza
ex_vivec_g_01	I vivec, foreign quarter plaza
ex_vivec_h_10	I vivec, foreign quarter plaza
ex_vivec_h_11	I vivec, foreign quarter plaza
favise selaren	I vivec, foreign quarter plaza
in_v_plaza_02	I vivec, foreign quarter plaza
tsrazami	I vivec, foreign quarter plaza
key_fqt	I vivec, foreign quarter tomb
dead orc male_02	I vivec, foreign quarter underworks
dreamer prophet	I vivec, foreign quarter underworks
in_sewer_ent_vivec_01	I vivec, foreign quarter underworks
murkub gro-ushul	I vivec, foreign quarter underworks
baissa	I vivec, foreign quarter upper waistworks
de_p_chest_02_hpotions	I vivec, foreign quarter upper waistworks
furn_bannerd_alchemy_v_ro	I vivec, foreign quarter upper waistworks
furn_bannerd_trader_v_b	I vivec, foreign quarter upper waistworks
idonea munia	I vivec, foreign quarter upper waistworks
rolasa oren	I vivec, foreign quarter upper waistworks
bashag gro-snagdu	I vivec, guild of fighters
baurin	I vivec, guild of fighters
com_closet_01_fg	I vivec, guild of fighters
crate_01_vivec_fg	I vivec, guild of fighters
lorbumol gro-aglakh	I vivec, guild of fighters
raig	I vivec, guild of fighters
sjoring hard-heart	I vivec, guild of fighters
craeita jullalian	I vivec, guild of mages
de_p_chest_02_sirilonwe	I vivec, guild of mages
de_r_chest_01_maulinie	I vivec, guild of mages
flacassia fauseius	I vivec, guild of mages
in_v_s_int_lstairs_01	I vivec, guild of mages
janand maulinie	I vivec, guild of mages
key_sirilonwe	I vivec, guild of mages
light_de_lamp_07_blue_77	I vivec, guild of mages
malven romori	I vivec, guild of mages
sirilonwe	I vivec, guild of mages
tiram gadar	I vivec, guild of mages
trebonius artorius	I vivec, guild of mages
melvure rindu	I vivec, hall of justice
bk_dagoth_urs_plans	I vivec, hall of justice secret library
bk_vivec_murders	I vivec, hall of justice secret library
bk_vivec_no_murder	I vivec, hall of justice secret library
bookskill_speechcraft3	I vivec, hall of justice secret library
brerayne raloran	I vivec, hall of justice secret library
delmene helas	I vivec, hall of wisdom
key_private quarters	I vivec, hall of wisdom
midar aravel	I vivec, hall of wisdom
furn_scrapwood01	I vivec, hall underworks
furn_scrapwood02	I vivec, hall underworks
light_com_lantern_02_128_off	I vivec, hall underworks
de_r_chest_01_thirandus	I vivec, high fane
dileno lloran	I vivec, high fane
endryn llethan	I vivec, high fane
eris telas	I vivec, high fane
llandris thirandus	I vivec, high fane
tholer saryoni	I vivec, high fane
ganalyn saram	I vivec, hlaalu alchemist
light_de_lamp_02_77	I vivec, hlaalu alchemist
arven nalyn	I vivec, hlaalu ancestral vaults
broris fals	I vivec, hlaalu ancestral vaults
light_de_candle_ivory_dead	I vivec, hlaalu ancestral vaults
mathyn bemis	I vivec, hlaalu ancestral vaults
nurisea selarys	I vivec, hlaalu ancestral vaults
relur faryon	I vivec, hlaalu canalworks
bratheru oran	I vivec, hlaalu edryno arethi's house
edryno arethi	I vivec, hlaalu edryno arethi's house
common_shirt_02_hh	I vivec, hlaalu general goods
gadayn andarys	I vivec, hlaalu general goods
alveno andules	I vivec, hlaalu pawnbroker
in_velothismall_room_12	I vivec, hlaalu pawnbroker
bk_letterfromgadayn	I vivec, hlaalu plaza
drulvan rindo	I vivec, hlaalu plaza
ex_vivec_h_02	I vivec, hlaalu plaza
ex_vivec_h_15	I vivec, hlaalu plaza
fasele viralaine	I vivec, hlaalu plaza
furn_banner_hlaalu_vivec	I vivec, hlaalu plaza
furn_banner_tavern_elven	I vivec, hlaalu plaza
furn_banner_tavern_noname	I vivec, hlaalu plaza
furn_bannerd_alchemy_hlaalu	I vivec, hlaalu plaza
furn_bannerd_goods_hlaalu	I vivec, hlaalu plaza
furn_bannerd_wa_shop_hlaalu	I vivec, hlaalu plaza
furn_de_banner_pawn_hlaalu	I vivec, hlaalu plaza
in_v_plaza_01	I vivec, hlaalu plaza
nar gro-shagramph	I vivec, hlaalu plaza
tumsa darethi	I vivec, hlaalu plaza
bk_v_hlaaluprison	I vivec, hlaalu prison cells
frelene acques	I vivec, hlaalu prison cells
in_v_s_jaildoor_frelene	I vivec, hlaalu prison cells
key_vivec_hlaalu_cell	I vivec, hlaalu prison cells
ordinator wander_hp	I vivec, hlaalu prison cells
ralyn farothran	I vivec, hlaalu prison cells
chest_small_02_hhrd	I vivec, hlaalu records
urandile selandas	I vivec, hlaalu records
valvosa maryon	I vivec, hlaalu records
chest_02_v_potion_p_02	I vivec, hlaalu temple
erirvase drinith	I vivec, hlaalu temple
ex_de_scaffold_01a	I vivec, hlaalu temple
ex_de_scaffold_02a	I vivec, hlaalu temple
gurag gro-yarzol	I vivec, hlaalu temple
light_de_lamp_01_off	I vivec, hlaalu temple
llaalamu sathren	I vivec, hlaalu temple
rirnas athren	I vivec, hlaalu temple
bk_guide_to_vivec	I vivec, hlaalu treasury
galasa uvayn	I vivec, hlaalu treasury
garer danoran	I vivec, hlaalu treasury
a_ex_de_oar	I vivec, hlaalu underworks
baren alen	I vivec, hlaalu vaults
bk_hlaalu_vaults_ledger	I vivec, hlaalu vaults
com_chest_02_vault_02	I vivec, hlaalu vaults
light_de_lantern_08_77	I vivec, hlaalu vaults
ordinator_wander_hvault	I vivec, hlaalu vaults
tenisi lladri	I vivec, hlaalu vaults
elo arethan	I vivec, hlaalu waistworks
eloroth	I vivec, hlaalu waistworks
eraldil	I vivec, hlaalu waistworks
furn_banner_tavern_v_enc	I vivec, hlaalu waistworks
light_de_lantern_04_77	I vivec, hlaalu waistworks
ebony war axe	I vivec, hlaalu weaponsmith
telvon llethan	I vivec, hlaalu weaponsmith
fendel hlaren	I vivec, hlaren residence
kalorter	I vivec, hlaren residence
j'rasha	I vivec, j'rasha: healer
com_chest_02_jeanne_u	I vivec, jeanne: trader
com_closet_01_jeanne	I vivec, jeanne: trader
dwarven ghost_jeanne_u	I vivec, jeanne: trader
in_velothismall_ndoor_01_jeanne	I vivec, jeanne: trader
jeanne	I vivec, jeanne: trader
key_jeanne	I vivec, jeanne: trader
bk_boethiah's glory_unique	I vivec, jobasha's rare books
bookskill_medium armor1	I vivec, jobasha's rare books
flora_bc_fern_04_chuck	I vivec, jobasha's rare books
jobasha	I vivec, jobasha's rare books
jobasha_book_chest	I vivec, jobasha's rare books
aroa nethalen	I vivec, justice offices
berel sala	I vivec, justice offices
felmena falavel	I vivec, justice offices
suryn athones	I vivec, justice offices
balver sarethan	I vivec, library of vivec
bk_indreledeed	I vivec, library of vivec
mehra milo	I vivec, library of vivec
velms sadryon	I vivec, library of vivec
com_chest_02_lucretinau	I vivec, lucretinaus olcinius: trader
light_de_lantern_10_01	I vivec, lucretinaus olcinius: trader
lucretinaus olcinius	I vivec, lucretinaus olcinius: trader
crate_01_mevelfererus	I vivec, mevel fererus: trader
mevel fererus	I vivec, mevel fererus: trader
bk_notetoamaya	I vivec, milo's quarters
de_drawers_02_miungei1	I vivec, miun-gei: enchanter
de_p_closet_02_gei	I vivec, miun-gei: enchanter
iron sparksword	I vivec, miun-gei: enchanter
miun_gei	I vivec, miun-gei: enchanter
belos falos	I vivec, no name club
brathus dals	I vivec, no name club
gilan daynes	I vivec, no name club
iron sparkmauler	I vivec, no name club
llavesa drom	I vivec, no name club
lliram alvor	I vivec, no name club
nevos urns	I vivec, no name club
rarvela teran	I vivec, no name club
steel shardslayer	I vivec, no name club
traldrisa tervayn	I vivec, no name club
elam andas	I vivec, office of the watch
key_archcanon_private	I vivec, office of the watch
tarer braryn	I vivec, office of the watch
de_r_chest_01_ord1	I vivec, ordinator barracks
light_de_lamp_05_177	I vivec, ordinator barracks
nalmila thelas	I vivec, ordinator barracks
nedeni tenim	I vivec, ordinator barracks
nervana verelas	I vivec, ordinator barracks
radene hlaalu	I vivec, ordinator barracks
bk_vivecs_plan	I vivec, palace of vivec
in_v_palace_01	I vivec, palace of vivec
light_vivec	I vivec, palace of vivec
vivec_god	I vivec, palace of vivec
ac_shrine_puzzlecanal	I vivec, puzzle canal, center
com_chest_02_puzzlecana	I vivec, puzzle canal, center
dremora_ttpc	I vivec, puzzle canal, center
in_v_l_int_stairs_01	I vivec, puzzle canal, center
puzzle canal bridge a	I vivec, puzzle canal, center
puzzle canal bridge b	I vivec, puzzle canal, center
puzzle canal force field	I vivec, puzzle canal, center
puzzle canal glow	I vivec, puzzle canal, center
puzzle canal message	I vivec, puzzle canal, center
puzzle canal stairs	I vivec, puzzle canal, center
vivec_grate_door_02	I vivec, puzzle canal, level 1
in_vivec_waterspout_01	I vivec, puzzle canal, level 3
bk_contract_ralen	I vivec, ralen tilvur: smith
crate_01_v_ralentilvur	I vivec, ralen tilvur: smith
drarel andus	I vivec, ralen tilvur: smith
fur_gauntlet_left	I vivec, ralen tilvur: smith
ralen tilvur	I vivec, ralen tilvur: smith
brevosi indalen	I vivec, redoran plaza
ex_vivec_g_r_02	I vivec, redoran plaza
ex_vivec_h_07	I vivec, redoran plaza
ex_vivec_h_14	I vivec, redoran plaza
saruse hloran	I vivec, redoran plaza
tedur hlarar	I vivec, redoran plaza
tenaru romoren	I vivec, redoran plaza
key_vivec_redoran_cell	I vivec, redoran prison cells
hlavora sadas	I vivec, redoran records
rathyne thirano	I vivec, redoran records
brildraso nethan	I vivec, redoran scout & drillmaster
minglos	I vivec, redoran scout & drillmaster
ulyno uvirith	I vivec, redoran scout & drillmaster
savard	I vivec, redoran smith
relms gilvilo	I vivec, redoran temple shrine
balen andrano	I vivec, redoran trader
crate_02_balenandrano	I vivec, redoran trader
faral retheran	I vivec, redoran treasury
light_de_lamp_05_77	I vivec, redoran treasury
redoran_treas_chest_01	I vivec, redoran treasury
redoran_treas_chest_02	I vivec, redoran treasury
beldrose dralor	I vivec, redoran vaults
bk_redoran_vaults_ledger	I vivec, redoran vaults
drelse dralor	I vivec, redoran vaults
ebony_greaves	I vivec, redoran vaults
foeburner	I vivec, redoran vaults
glass war axe	I vivec, redoran vaults
elms llervu	I vivec, redoran waistworks
furn_banner_tavern_v_tfog	I vivec, redoran waistworks
furn_bannerd_trader_v_ba	I vivec, redoran waistworks
furn_bannerd_wa_shop_v_s	I vivec, redoran waistworks
nelmil hler	I vivec, redoran waistworks
ulveni daram	I vivec, redoran waistworks
arns saren	I vivec, saren manor
danasi ralen	I vivec, saren manor
thoryn samori	I vivec, saren manor
toris saren	I vivec, saren manor
arantamo	I vivec, simine fralinie: bookseller
simine fralinie	I vivec, simine fralinie: bookseller
stacey	I vivec, simine fralinie: bookseller
drilame githrano	I vivec, st. delyn canal north-one
ex_de_railing_06	I vivec, st. delyn canal north-three
higil	I vivec, st. delyn canal north-three
crate_01_ilmenidren	I vivec, st. delyn canal south-one
ilmeni dren	I vivec, st. delyn canal south-one
de_p_closet_02_empty	I vivec, st. delyn canal south-three
dro'zaymar	I vivec, st. delyn canal south-three
de_p_desk_01_nads	I vivec, st. delyn canal south-two
light_de_lamp_06_77	I vivec, st. delyn canal south-two
nads tharen	I vivec, st. delyn canal south-two
alarvyne indalas	I vivec, st. delyn glassworker's hall
bradil elarven	I vivec, st. delyn glassworker's hall
drurile valaai	I vivec, st. delyn glassworker's hall
elmera verethi	I vivec, st. delyn glassworker's hall
rathal barus	I vivec, st. delyn glassworker's hall
satheri rothandus	I vivec, st. delyn glassworker's hall
cassius olcinius	I vivec, st. delyn plaza
dedaenc	I vivec, st. delyn plaza
delmus rurvyn	I vivec, st. delyn plaza
dro'barri	I vivec, st. delyn plaza
faven arns	I vivec, st. delyn plaza
furn_banner_temple_delyn	I vivec, st. delyn plaza
furn_bannerd_goods_braven	I vivec, st. delyn plaza
furn_bannerd_goods_fererus	I vivec, st. delyn plaza
furn_bannerd_goods_glass	I vivec, st. delyn plaza
furn_bannerd_goods_potter	I vivec, st. delyn plaza
tarani dralno	I vivec, st. delyn plaza
badbog gra-shug	I vivec, st. delyn potter's hall
dolsa gilvani	I vivec, st. delyn potter's hall
dolyn rols	I vivec, st. delyn potter's hall
drelis ondyn	I vivec, st. delyn potter's hall
elethus tobor	I vivec, st. delyn potter's hall
gomeso sarano	I vivec, st. delyn potter's hall
rilos delms	I vivec, st. delyn potter's hall
torch_77	I vivec, st. delyn storage
haki	I vivec, st. delyn underworks
ancestor_guardian_fgdd	I vivec, st. delyn waist north-one
com_cupboard_01_wood_ut	I vivec, st. delyn waist north-one
niden naros	I vivec, st. delyn waist south-one
amili llaram	I vivec, st. delyn waist south-two
expensive_shoes_01	I vivec, st. delyn waist south-two
deras girando	I vivec, st. delyn waistworks
furn_banner_temple_delyn_01	I vivec, st. delyn waistworks
vivyne andrano	I vivec, st. delyn waistworks
moroni uvelas	I vivec, st. olms brewers and fishmongers hall
relvese velni	I vivec, st. olms brewers and fishmongers hall
eralane hledas	I vivec, st. olms canal north-one
hroa	I vivec, st. olms canal north-three
light_de_candle_ivory_64	I vivec, st. olms canal north-three
golvyni faryon	I vivec, st. olms canal north-two
hlaroi faryon	I vivec, st. olms canal north-two
inera faryon	I vivec, st. olms canal north-two
de_drawers_02_navilies	I vivec, st. olms canal south-one
de_p_closet_02_navilies	I vivec, st. olms canal south-one
nalvilie saren	I vivec, st. olms canal south-one
achel	I vivec, st. olms canal south-three
dro'sakhar	I vivec, st. olms canal south-two
j'dhannar	I vivec, st. olms canalworks
sevisa teran	I vivec, st. olms canalworks
fedura sethan	I vivec, st. olms farmers and laborers hall
gindas ildram	I vivec, st. olms farmers and laborers hall
